twp_student_id,twp_program_id,payment_date,payment_amount
3213,11431,2018-08-15,908.34
3213,11431,2018-12-31,2367
3214,11432,﻿2017-10-01,1706.72
3214,11432,2018-08-15,1093
3214,11432,2018-12-31,175
3214,11432,2021-02-15,715.56
3214,11432,2021-06-22,471.48
3214,11432,2021-10-19,1610.03
3214,11432,2022-02-18,607.53
3215,11433,﻿2017-10-01,1766.93
3216,11434,﻿2017-10-01,1744.4
3216,11434,2018-01-15,1917.3
3216,11434,2018-08-15,1341.87
3216,11434,2018-12-31,1845.12
3216,11434,2019-03-29,1391.89
3216,11434,2019-07-15,1637.82
3219,11437,2019-11-29,1990.22
3219,11437,2020-02-01,1581.67
3219,11437,2021-02-15,1574.14
3219,11437,2021-06-22,434.07
3219,11437,2021-10-19,2021.32
3219,11437,2022-02-18,1431.41
3220,11438,﻿2017-10-01,1954.45
3220,11438,2018-01-15,1857.85
3220,11438,2018-12-31,1038.31
3220,11438,2019-03-29,457.83
3220,11438,2019-07-15,116.38
3221,11439,﻿2017-10-01,1368.75
3221,11439,2018-01-15,1172.85
3222,11440,﻿2017-10-01,1529.61
3222,11440,2018-08-15,2127.4
3222,11440,2018-12-31,2850.12
3222,11440,2019-03-29,3005.39
3222,11440,2019-07-15,1679
3222,11440,2019-11-29,3711
3222,11440,2020-02-01,2063.99
3222,11440,2020-06-12,1991.33
3222,11440,2020-10-30,-51
3223,11441,﻿2017-10-01,1357.15
3223,11441,2018-01-15,1151
3223,11441,2018-08-15,1147.71
3223,11441,2018-12-31,851.06
3223,11441,2019-03-29,728.06
3223,11441,2019-07-15,309.43
3223,11441,2020-02-01,268.43
3224,11442,﻿2017-10-01,15442.74
3225,11443,2018-01-15,3820.64
3225,11443,2018-08-15,1137.52
3226,11444,2018-01-15,505.28
3226,11444,2018-08-15,1650.22
3226,11444,2018-12-31,2366.58
3226,11444,2019-03-29,2327.96
3226,11444,2019-07-15,2648.28
3226,11444,2019-11-29,2421.18
3226,11444,2020-02-01,2195.33
3226,11444,2020-06-12,1991.33
3226,11444,2020-10-30,-51
3227,11445,﻿2017-10-01,1825.46
3227,11445,2018-01-15,1588.54
3227,11445,2018-12-31,1832.75
3227,11445,2019-03-29,1696.93
3227,11445,2019-11-29,2053.32
3227,11445,2020-02-01,1813
3227,11445,2020-10-30,1978.56
3227,11445,2021-02-15,1638.96
3228,11446,﻿2017-10-01,1595.6
3228,11446,2018-01-15,1320.6
3228,11446,2018-12-31,2194.85
3228,11446,2019-03-29,1919.85
3228,11446,2019-07-15,1061.1
3228,11446,2019-11-29,1618.4
3228,11446,2020-02-01,2007.64
3228,11446,2020-10-30,-68
3230,11448,﻿2017-10-01,1272.45
3231,11449,2018-12-31,2895.78
3231,11449,2019-03-29,2476.29
3231,11449,2019-11-29,2885.25
3231,11449,2020-02-01,2525.25
3231,11449,2020-10-30,2760.89
3231,11449,2021-02-15,2400.89
3232,11450,﻿2017-10-01,1475.32
3232,11450,2018-01-15,1390
3234,11452,﻿2017-10-01,1895.39
3234,11452,2018-08-15,2127.4
3234,11452,2018-12-31,1879.89
3234,11452,2019-03-29,2165.73
3234,11452,2019-07-15,0
3234,11452,2019-11-29,3746
3234,11452,2020-02-01,1701.32
3234,11452,2020-06-12,1991.33
3234,11452,2020-10-30,1676.69
3234,11452,2021-02-15,2030.6
3234,11452,2021-06-22,2030.6
3234,11452,2021-10-19,2272.02
3235,11453,﻿2017-10-01,1232.48
3235,11453,2018-01-15,1232.48
3235,11453,2018-08-15,898.36
3235,11453,2018-12-31,1252.64
3235,11453,2019-03-29,1711.88
3235,11453,2019-07-15,865.94
3236,11454,﻿2017-10-01,1292.52
3237,11455,﻿2017-10-01,7533.73
3238,11456,﻿2017-10-01,1804.13
3238,11456,2018-01-15,1270.02
3238,11456,2018-12-31,1995.19
3238,11456,2019-03-29,1335.79
3238,11456,2019-07-15,1129.84
3238,11456,2019-11-29,1843.25
3238,11456,2020-02-01,1813
3238,11456,2020-06-12,1085
3238,11456,2020-10-30,1809.55
3238,11456,2021-02-15,1300.94
3239,11457,﻿2017-10-01,3058.85
3239,11457,2018-01-15,2801.1
3239,11457,2018-08-15,818.25
3239,11457,2018-12-31,2917.72
3239,11457,2019-03-29,3049.88
3239,11457,2019-07-15,3724.16
3239,11457,2019-11-29,2975.43
3239,11457,2020-02-01,2731
3239,11457,2021-02-15,2300.19
3240,11458,﻿2017-10-01,2623.61
3240,11458,2018-01-15,2830.17
3241,11459,﻿2017-10-01,490.37
3241,11459,2018-08-15,1650.22
3241,11459,2018-12-31,1929.89
3241,11459,2020-02-01,1902.17
3241,11459,2020-06-12,1497.32
3241,11459,2020-10-30,-51
3242,11460,﻿2017-10-01,3652.53
3242,11460,2018-01-15,1786.02
3242,11460,2018-08-15,915.67
3242,11460,2018-12-31,3710.76
3242,11460,2019-03-29,2626.3
3242,11460,2019-07-15,2485.1
3242,11460,2019-11-29,2631.37
3242,11460,2020-06-12,952.36
3242,11460,2020-10-30,1983.21
3242,11460,2021-02-15,2130.61
3244,11462,﻿2017-10-01,2326.89
3244,11462,2018-08-15,1581.31
3244,11462,2018-12-31,903.47
3244,11462,2019-03-29,1849.18
3244,11462,2019-07-15,1926.34
3244,11462,2019-11-29,0
3245,11463,﻿2017-10-01,1804.13
3246,11464,﻿2017-10-01,1932.82
3247,11465,2018-01-15,845
3248,11466,2020-10-30,1718
3249,11467,2018-01-15,390.15
3249,11467,2018-08-15,1693.74
3250,11468,﻿2017-10-01,778.77
3250,11468,2018-01-15,779
3250,11468,2018-08-15,720.28
3250,11468,2018-12-31,799
3250,11468,2019-03-29,799
3250,11468,2019-07-15,742.61
3250,11468,2019-11-29,935.74
3250,11468,2020-02-01,759.84
3250,11468,2020-06-12,759.84
3251,11469,﻿2017-10-01,1232.48
3251,11469,2019-11-29,1273.16
3251,11469,2020-02-01,1070.87
3251,11469,2020-06-12,739.08
3251,11469,2020-10-30,991.62
3252,11470,2018-01-15,3494
3252,11470,2018-08-15,60
3252,11470,2019-03-29,825
3252,11470,2019-07-15,367.5
3253,11471,﻿2017-10-01,2438.12
3253,11471,2018-01-15,630.12
3253,11471,2018-08-15,422.46
3253,11471,2018-12-31,1747
3253,11471,2019-03-29,1477.15
3253,11471,2019-07-15,859.45
3253,11471,2019-11-29,920.51
3253,11471,2020-02-01,1478
3253,11471,2020-10-30,1155.06
3253,11471,2021-02-15,-644.7
3254,11472,﻿2017-10-01,2782.15
3254,11472,2018-01-15,2667.55
3254,11472,2018-08-15,597.09
3254,11472,2019-11-29,1976.51
3255,11473,﻿2017-10-01,349.63
3257,11475,﻿2017-10-01,3084.48
3257,11475,2018-01-15,1720
3258,11476,2021-10-19,1682
3258,11476,2022-02-18,1747
3261,11479,﻿2017-10-01,1849.71
3261,11479,2018-01-15,3540.95
3261,11479,2018-12-31,1841.27
3261,11479,2020-10-30,3863.02
3261,11479,2021-02-15,2527.9
3262,11480,2019-03-29,1179.99
3263,11481,2018-01-15,2047.4
3263,11481,2018-08-15,4294.68
3263,11481,2018-12-31,1757.26
3263,11481,2019-03-29,1299.91
3264,11482,﻿2017-10-01,816.36
3264,11482,2018-01-15,816.36
3265,11483,2018-12-31,1225.91
3265,11483,2019-03-29,1655.03
3265,11483,2019-07-15,1655
3265,11483,2019-11-29,1602.77
3265,11483,2020-02-01,2106.66
3265,11483,2020-10-30,3025.7
3265,11483,2021-02-15,-248
3265,11483,2021-10-19,1826.78
3265,11483,2022-02-18,2156.78
3266,11484,﻿2017-10-01,1787.9
3266,11484,2018-01-15,1588
3266,11484,2018-12-31,1488.06
3266,11484,2019-03-29,1233.49
3266,11484,2020-02-01,1644.67
3266,11484,2020-06-12,1239
3266,11484,2020-10-30,1724.92
3266,11484,2021-02-15,1112.32
3266,11484,2021-10-19,2021.32
3266,11484,2022-02-18,1902.12
3267,11485,﻿2017-10-01,3687.21
3267,11485,2018-01-15,3018.34
3267,11485,2018-08-15,1191.95
3267,11485,2018-12-31,3556.83
3267,11485,2019-03-29,1752.05
3268,11486,2020-02-01,595.93
3269,11487,﻿2017-10-01,4733.16
3269,11487,2018-01-15,3672.54
3269,11487,2018-12-31,5026.49
3269,11487,2019-03-29,3931
3269,11487,2019-07-15,469.38
3269,11487,2019-11-29,2190.27
3269,11487,2020-02-01,2006.12
3269,11487,2020-06-12,625.56
3269,11487,2020-10-30,3295.84
3269,11487,2021-02-15,2556.27
3271,11489,﻿2017-10-01,1507.48
3271,11489,2018-01-15,1232.48
3271,11489,2018-08-15,898.36
3271,11489,2018-12-31,1527.64
3272,11490,﻿2017-10-01,2874.29
3273,11491,﻿2017-10-01,1255.36
3273,11491,2018-01-15,1262.48
3274,11492,2020-10-30,3535.52
3274,11492,2021-02-15,3208.02
3275,11493,﻿2017-10-01,1588.554
3275,11493,2018-01-15,1110.76
3275,11493,2018-12-31,711.05
3276,11494,﻿2017-10-01,1719.42
3276,11494,2018-01-15,909
3276,11494,2018-12-31,4527.44
3276,11494,2019-03-29,3365.95
3277,11495,﻿2017-10-01,544.24
3277,11495,2018-01-15,708.24
3277,11495,2018-12-31,1614.91
3277,11495,2019-03-29,1299.91
3277,11495,2019-11-29,1515.23
3279,11497,﻿2017-10-01,1849.71
3279,11497,2018-08-15,1650.22
3279,11497,2018-12-31,2999.13
3279,11497,2019-03-29,1262.03
3279,11497,2019-07-15,4541
3279,11497,2019-11-29,1688
3279,11497,2020-02-01,1858
3279,11497,2020-10-30,-51
3280,11498,﻿2017-10-01,2339.8
3280,11498,2018-01-15,1426.25
3280,11498,2019-03-29,587.51
3280,11498,2019-07-15,1112.51
3281,11499,2018-12-31,1865.12
3282,11500,﻿2017-10-01,1990.59
3282,11500,2018-01-15,2197.15
3283,11501,﻿2017-10-01,653.78
3284,11502,﻿2017-10-01,4897.32
3284,11502,2018-12-31,1147
3284,11502,2019-03-29,751
3284,11502,2019-11-29,850.06
3284,11502,2020-06-12,459
3285,11503,﻿2017-10-01,1846.79
3285,11503,2018-01-15,2087.65
3285,11503,2018-12-31,1869.01
3285,11503,2019-03-29,1129.84
3287,11505,2018-01-15,3810.44
3287,11505,2021-02-15,1828.91
3287,11505,2021-10-19,1285.98
3287,11505,2022-02-18,1434.81
3288,11506,2018-01-15,3023.75
3288,11506,2018-12-31,3832.75
3288,11506,2019-03-29,3563.87
3288,11506,2019-07-15,1676
3288,11506,2019-11-29,3391.45
3288,11506,2020-02-01,1685.93
3288,11506,2020-06-12,813.07
3288,11506,2020-10-30,1819.54
3288,11506,2021-02-15,1853.74
3288,11506,2021-06-22,1195.87
3288,11506,2022-02-18,1385.5
3289,11507,﻿2017-10-01,3012.84
3289,11507,2018-01-15,2311.2
3289,11507,2018-12-31,3150.94
3289,11507,2019-03-29,1878.01
3289,11507,2019-11-29,529.35
3289,11507,2020-10-30,2161.16
3289,11507,2021-02-15,1832.41
3289,11507,2021-06-22,2394.1
3289,11507,2021-10-19,2815
3290,11508,2018-01-15,2936.87
3290,11508,2018-12-31,2582.31
3290,11508,2019-03-29,2971.83
3290,11508,2020-02-01,1853.8
3291,11509,﻿2017-10-01,1357.15
3291,11509,2018-01-15,867.82
3291,11509,2018-08-15,577
3291,11509,2018-12-31,1153.33
3291,11509,2019-03-29,1179.99
3292,11510,﻿2017-10-01,1618.7
3292,11510,2018-01-15,1350.12
3292,11510,2018-08-15,908
3292,11510,2018-12-31,2293
3292,11510,2019-03-29,2090
3292,11510,2019-07-15,926.18
3292,11510,2019-11-29,2124.36
3294,11512,﻿2017-10-01,1255.36
3294,11512,2018-01-15,1010.36
3294,11512,2020-10-30,1307.62
3295,11513,2018-01-15,966.19
3296,11514,﻿2017-10-01,1961.13
3296,11514,2018-01-15,1498.97
3296,11514,2018-08-15,1499.16
3296,11514,2018-12-31,52
3297,11515,﻿2017-10-01,2623.61
3297,11515,2018-01-15,1792.23
3297,11515,2018-08-15,1058.7
3297,11515,2018-12-31,4364.04
3297,11515,2019-03-29,2987.31
3298,11516,﻿2017-10-01,1957.72
3298,11516,2018-01-15,2186.96
3298,11516,2018-08-15,1253.48
3298,11516,2018-12-31,1614.91
3298,11516,2019-03-29,1577.07
3299,11517,﻿2017-10-01,3452.72
3299,11517,2018-01-15,2412.87
3299,11517,2018-12-31,2944.23
3299,11517,2019-03-29,2281.4
3299,11517,2019-11-29,3063.07
3299,11517,2020-02-01,2323.64
3299,11517,2020-06-12,550.68
3299,11517,2020-10-30,2877.71
3299,11517,2021-02-15,2052.86
3299,11517,2021-06-22,2052.86
3299,11517,2021-10-19,2075.29
3300,11518,﻿2017-10-01,2609.77
3300,11518,2018-01-15,4641.66
3301,11519,2019-07-15,583.23
3301,11519,2019-11-29,2348.47
3301,11519,2020-02-01,2193.74
3301,11519,2020-06-12,2374.98
3301,11519,2020-10-30,2751
3301,11519,2021-02-15,2364.46
3301,11519,2021-06-22,2409.32
3301,11519,2021-10-19,2278.81
3301,11519,2022-02-18,25
3302,11520,﻿2017-10-01,2552.22
3302,11520,2018-01-15,1130.11
3303,11521,2019-11-29,235.28
3304,11522,﻿2017-10-01,983.24
3304,11522,2018-01-15,708.24
3305,11523,﻿2017-10-01,1804.13
3305,11523,2018-01-15,1588.54
3307,11525,2018-01-15,1521.8
3307,11525,2019-07-15,909.31
3307,11525,2019-11-29,892.86
3307,11525,2020-02-01,877.81
3307,11525,2020-06-12,1070.35
3307,11525,2021-06-22,387.84
3310,11528,﻿2017-10-01,2643.9
3310,11528,2018-01-15,2850.46
3310,11528,2020-10-30,2161.16
3310,11528,2021-02-15,3300.89
3310,11528,2021-06-22,3300.89
3310,11528,2021-10-19,3751.17
3311,11529,2018-01-15,1380.92
3313,11531,﻿2017-10-01,1471.85
3313,11531,2018-01-15,1042.28
3313,11531,2018-12-31,2119.56
3313,11531,2019-03-29,1709.52
3313,11531,2019-11-29,1831.67
3313,11531,2020-02-01,1740.22
3314,11532,﻿2017-10-01,1804.13
3314,11532,2018-12-31,1832.75
3314,11532,2020-02-01,1800
3314,11532,2020-10-30,1809.55
3314,11532,2021-02-15,1613.96
3314,11532,2021-06-22,1106.93
3315,11533,2018-01-15,1038.15
3315,11533,2018-08-15,300.83
3315,11533,2019-03-29,742.99
3316,11534,﻿2017-10-01,1122
3316,11534,2018-01-15,1662.9
3316,11534,2018-08-15,1647.6
3316,11534,2018-12-31,241.2
3316,11534,2019-03-29,2296.84
3316,11534,2019-11-29,3207.46
3316,11534,2020-02-01,2539
3316,11534,2020-06-12,3104.69
3316,11534,2020-10-30,3434.27
3316,11534,2021-02-15,2994.13
3316,11534,2021-06-22,2525.77
3316,11534,2021-10-19,3731.06
3316,11534,2022-02-18,3554.33
3317,11535,﻿2017-10-01,1343.47
3317,11535,2018-01-15,2097.94
3320,11538,﻿2017-10-01,889.37
3320,11538,2018-01-15,541.37
3321,11539,﻿2017-10-01,2483.99
3321,11539,2018-01-15,1887.53
3321,11539,2018-08-15,2474.58
3321,11539,2018-12-31,2277.84
3321,11539,2019-03-29,1638.62
3321,11539,2019-07-15,1953.88
3321,11539,2019-11-29,2885.25
3321,11539,2020-02-01,2525.25
3321,11539,2020-06-12,1530
3321,11539,2020-10-30,1889.38
3321,11539,2021-02-15,1819.88
3322,11540,﻿2017-10-01,3765.24
3322,11540,2018-01-15,2978.61
3323,11541,2018-01-15,1165.55
3323,11541,2018-08-15,533.98
3323,11541,2018-12-31,1729.72
3323,11541,2019-03-29,1168.19
3323,11541,2019-11-29,862.76
3323,11541,2020-06-12,1039.65
3323,11541,2020-10-30,711
3323,11541,2021-02-15,710.7
3323,11541,2021-06-22,722.88
3323,11541,2021-10-19,805.64
3323,11541,2022-02-18,747.88
3325,11543,﻿2017-10-01,1759.6
3325,11543,2018-01-15,1232.48
3325,11543,2018-08-15,626.24
3325,11543,2018-12-31,1527.64
3325,11543,2019-03-29,1252.64
3325,11543,2019-07-15,913.48
3327,11545,2018-12-31,2549.5
3327,11545,2019-03-29,2761.75
3327,11545,2019-07-15,520.09
3327,11545,2019-11-29,2227.86
3327,11545,2020-02-01,2600
3327,11545,2020-10-30,1979
3327,11545,2021-02-15,2242.9
3327,11545,2021-06-22,5251.1
3327,11545,2021-10-19,2559.66
3327,11545,2022-02-18,310.76
3330,11548,﻿2017-10-01,1849.71
3330,11548,2018-08-15,234.69
3332,11550,﻿2017-10-01,3763.95
3332,11550,2018-08-15,2912.46
3332,11550,2018-12-31,793.76
3332,11550,2019-03-29,2849.13
3332,11550,2019-07-15,1496
3332,11550,2019-11-29,0
3333,11551,2018-01-15,1320.6
3333,11551,2018-08-15,1320.6
3333,11551,2018-12-31,1919.85
3333,11551,2019-03-29,1805.04
3333,11551,2019-07-15,1318.26
3333,11551,2019-11-29,1460.52
3333,11551,2020-02-01,1842.64
3333,11551,2020-06-12,1187.67
3333,11551,2020-10-30,-739
3333,11551,2021-02-15,407
3333,11551,2021-10-19,1000.5
3334,11552,﻿2017-10-01,2601.3
3334,11552,2018-01-15,2367.26
3335,11553,﻿2017-10-01,632.98
3336,11554,﻿2017-10-01,4140.52
3337,11555,﻿2017-10-01,1343.47
3337,11555,2018-01-15,2408.66
3338,11556,﻿2017-10-01,2412.78
3338,11556,2018-01-15,1720.91
3338,11556,2018-12-31,1855.63
3338,11556,2019-03-29,1222.7
3338,11556,2019-11-29,3167.61
3339,11557,﻿2017-10-01,2674.03
3339,11557,2018-01-15,2361.62
3341,11559,﻿2017-10-01,2272.92
3341,11559,2021-10-19,2029.2
3341,11559,2022-02-18,2848.8
3343,11561,﻿2017-10-01,2483.99
3343,11561,2018-01-15,2708.78
3343,11561,2018-08-15,3317.73
3343,11561,2018-12-31,1719.39
3343,11561,2019-03-29,2476.29
3343,11561,2019-07-15,3662.77
3343,11561,2019-11-29,2315.61
3343,11561,2020-02-01,1955.62
3343,11561,2020-06-12,2982
3343,11561,2020-10-30,688.94
3343,11561,2021-02-15,1200.45
3343,11561,2021-06-22,1730.06
3343,11561,2021-10-19,1709.4
3344,11562,﻿2017-10-01,1640.26
3344,11562,2018-01-15,742.81
3345,11563,﻿2017-10-01,2623.61
3345,11563,2018-01-15,2830.17
3345,11563,2018-08-15,529.35
3345,11563,2018-12-31,3202.84
3345,11563,2019-03-29,3414.16
3345,11563,2019-07-15,529.35
3345,11563,2019-11-29,3213.4
3345,11563,2020-02-01,2994.55
3345,11563,2020-10-30,2569.55
3345,11563,2021-02-15,2240.8
3345,11563,2021-06-22,2240.8
3346,11564,﻿2017-10-01,1453.53
3346,11564,2018-01-15,2362.53
3346,11564,2018-08-15,683.83
3346,11564,2018-12-31,3778.19
3346,11564,2019-03-29,2281.4
3346,11564,2019-11-29,3069.31
3346,11564,2020-02-01,2399.09
3346,11564,2020-06-12,550.68
3346,11564,2020-10-30,2321.3
3346,11564,2021-02-15,2052.86
3347,11565,2018-01-15,245.97
3347,11565,2018-12-31,278.68
3347,11565,2019-07-15,642.52
3347,11565,2019-11-29,7825.16
3348,11566,2018-01-15,2109.39
3348,11566,2018-08-15,1088.94
3348,11566,2018-12-31,2417.71
3348,11566,2019-03-29,2169.71
3348,11566,2019-11-29,2437.54
3348,11566,2020-02-01,2189.93
3348,11566,2020-06-12,1073.46
3348,11566,2020-10-30,1956.5
3348,11566,2021-02-15,1717.25
3348,11566,2021-06-22,621.21
3348,11566,2021-10-19,2520.1
3348,11566,2022-02-18,1748.27
3349,11567,﻿2017-10-01,784.32
3349,11567,2018-01-15,849.72
3349,11567,2018-12-31,1236
3349,11567,2019-03-29,751
3349,11567,2019-11-29,820.81
3349,11567,2020-02-01,931
3350,11568,﻿2017-10-01,2623.61
3350,11568,2018-01-15,2311.2
3351,11569,﻿2017-10-01,2066.82
3351,11569,2018-01-15,1140.7
3351,11569,2018-08-15,2953.49
3351,11569,2018-12-31,2810.75
3351,11569,2019-03-29,1161.82
3351,11569,2019-07-15,3718.5
3351,11569,2019-11-29,2323.64
3351,11569,2020-06-12,275.34
3351,11569,2020-10-30,234.34
3352,11570,2018-01-15,17658.87
3352,11570,2018-12-31,2144.14
3352,11570,2019-03-29,3414.16
3352,11570,2019-11-29,1452.09
3352,11570,2020-02-01,2863.55
3352,11570,2020-06-12,0
3352,11570,2021-02-15,1143.75
3353,11571,﻿2017-10-01,6255.23
3353,11571,2018-01-15,6215.23
3353,11571,2018-12-31,6339.32
3353,11571,2019-03-29,2482.36
3353,11571,2019-11-29,5191
3353,11571,2020-10-30,3991.53
3353,11571,2021-02-15,6618
3353,11571,2021-06-22,1411.89
3353,11571,2022-02-18,55.18
3354,11572,﻿2017-10-01,1761.13
3354,11572,2018-01-15,1018.81
3354,11572,2018-08-15,1998.88
3354,11572,2018-12-31,1038.92
3354,11572,2019-03-29,1519.52
3354,11572,2019-07-15,1019
3354,11572,2019-11-29,200
3354,11572,2020-10-30,1582.94
3354,11572,2021-02-15,1082.94
3354,11572,2021-10-19,593.61
3354,11572,2022-02-18,200
3355,11573,﻿2017-10-01,861.75
3355,11573,2018-01-15,200
3356,11574,﻿2017-10-01,1357.15
3356,11574,2018-01-15,0
3357,11575,2020-06-12,2031
3357,11575,2020-10-30,582.93
3357,11575,2021-02-15,582.93
3357,11575,2022-02-18,55.18
3358,11576,2018-12-31,3412
3358,11576,2019-03-29,2516.63
3358,11576,2019-11-29,4116.68
3358,11576,2020-02-01,-3487
3360,11578,2020-10-30,360
3360,11578,2021-02-15,1628.05
3360,11578,2021-10-19,2788.2
3360,11578,2022-02-18,2117.51
3361,11579,2018-01-15,4972.8
3361,11579,2018-12-31,3039.05
3364,11582,2018-01-15,714.92
3364,11582,2018-12-31,1571
3364,11582,2019-03-29,327
3364,11582,2020-06-12,459
3364,11582,2020-10-30,1544.21
3364,11582,2021-02-15,2220.81
3364,11582,2021-10-19,1907.71
3365,11583,﻿2017-10-01,2432.3
3365,11583,2018-01-15,2432.3
3365,11583,2018-08-15,1518.28
3365,11583,2018-12-31,2480.73
3365,11583,2019-03-29,2000.12
3365,11583,2019-07-15,2200
3365,11583,2019-11-29,6268
3365,11583,2020-02-01,5211
3365,11583,2020-06-12,2000
3365,11583,2020-10-30,4500.75
3365,11583,2021-02-15,3197.88
3365,11583,2021-06-22,1121.76
3365,11583,2021-10-19,2741.54
3365,11583,2022-02-18,5420.38
3366,11584,﻿2017-10-01,9711.81
3366,11584,2018-01-15,9377.27
3366,11584,2018-12-31,6647.3
3366,11584,2019-03-29,6306.05
3367,11585,﻿2017-10-01,574.8
3367,11585,2018-01-15,1333.05
3367,11585,2018-08-15,635.4
3368,11586,2018-12-31,3403.06
3368,11586,2019-07-15,1041.21
3368,11586,2019-11-29,1791.71
3368,11586,2020-02-01,1837
3368,11586,2020-06-12,454
3368,11586,2020-10-30,1981
3368,11586,2021-02-15,1812
3368,11586,2021-06-22,-310.37
3368,11586,2022-02-18,2576.8
3369,11587,2021-10-19,3146.32
3370,11588,2018-01-15,2569.44
3370,11588,2018-12-31,1892
3370,11588,2019-03-29,997
3371,11589,2020-10-30,3082.97
3371,11589,2021-02-15,3416.3
3373,11591,2018-01-15,2692.92
3373,11591,2018-08-15,900.4
3374,11592,2018-08-15,5961.78
3376,11594,﻿2017-10-01,547.64
3376,11594,2018-01-15,1018.81
3377,11595,2018-01-15,1022
3378,11596,﻿2017-10-01,3264.73
3378,11596,2018-01-15,2585.86
3378,11596,2018-08-15,611.35
3378,11596,2018-12-31,3508.58
3378,11596,2019-03-29,2810.75
3378,11596,2019-11-29,3562.01
3378,11596,2020-02-01,2323.64
3378,11596,2020-06-12,0
3378,11596,2020-10-30,2502.59
3378,11596,2021-02-15,1476.48
3378,11596,2021-06-22,647.09
3380,11598,2020-10-30,8487.05
3380,11598,2021-02-15,250
3380,11598,2021-10-19,200
3381,11599,﻿2017-10-01,2360.61
3381,11599,2018-01-15,2102.86
3381,11599,2018-08-15,2548.19
3382,11600,﻿2017-10-01,1761.13
