twp_student_id,twp_program_id,payment_date,payment_amount
3182,8494,2021-10-19,2681.48
3182,8494,2022-02-18,2025.17
3185,8497,2018-01-15,3195.22
3185,8497,2018-08-15,3988.46
3186,8498,2018-01-15,2326.89
3187,8499,﻿2017-10-01,950.4
3187,8499,2018-01-15,1501.95
3187,8499,2018-08-15,1011
3187,8499,2018-12-31,1932.21
3187,8499,2019-03-29,2605.24
3187,8499,2019-11-29,1466.22
3187,8499,2020-02-01,1224.55
3187,8499,2020-06-12,725
3187,8499,2020-10-30,1670.42
3187,8499,2021-02-15,2061.94
3187,8499,2021-06-22,1741.51
3187,8499,2021-10-19,615.61
3188,8500,2018-08-15,441.51
3189,8501,﻿2017-10-01,2320.61
3189,8501,2018-08-15,2523.2
3189,8501,2018-12-31,2581.2
3189,8501,2019-03-29,2525.1
3189,8501,2019-11-29,2399.34
3189,8501,2020-02-01,2347
3191,8503,2020-06-12,758
3191,8503,2021-02-15,1112.32
3193,8505,2018-01-15,2957.55
3193,8505,2018-12-31,2320.07
3193,8505,2019-03-29,1553.35
3193,8505,2019-07-15,1129.84
3193,8505,2019-11-29,1150.59
3193,8505,2021-10-19,1338.3
3193,8505,2022-02-18,744.19
3194,8506,﻿2017-10-01,1787.9
3194,8506,2018-01-15,1832.85
3194,8506,2018-08-15,1372.88
3194,8506,2018-12-31,1488.06
3194,8506,2019-03-29,1771.32
3194,8506,2019-11-29,2083.67
3194,8506,2020-02-01,1443.73
3194,8506,2020-06-12,454
3194,8506,2020-10-30,2146.34
3194,8506,2021-02-15,1273.38
3195,8507,﻿2017-10-01,3504.15
3195,8507,2018-01-15,4076
3195,8507,2020-02-01,3429
3196,8508,﻿2017-10-01,2193.87
3196,8508,2018-01-15,2152
3196,8508,2018-08-15,627
3196,8508,2018-12-31,1742
3196,8508,2019-07-15,1591.26
3197,8509,﻿2017-10-01,2970.24
3197,8509,2018-01-15,3011
3198,8510,﻿2017-10-01,942.12
3198,8510,2018-01-15,1594.7
3198,8510,2018-12-31,1034
3198,8510,2019-03-29,1236
3198,8510,2019-11-29,1305.46
3198,8510,2020-02-01,1614
3198,8510,2020-06-12,453
3199,8511,2019-03-29,3274.74
3199,8511,2019-07-15,3662.75
3199,8511,2019-11-29,2885.25
3199,8511,2020-02-01,3664.49
3200,8512,﻿2017-10-01,1918.11
3202,8514,﻿2017-10-01,1957.72
3202,8514,2018-01-15,2047.4
3202,8514,2018-08-15,1720.16
3202,8514,2018-12-31,1614.91
3202,8514,2019-03-29,441.16
3202,8514,2019-07-15,1258.91
3203,8515,﻿2017-10-01,2062
3203,8515,2018-01-15,1572
3203,8515,2018-08-15,1850
3203,8515,2018-12-31,1033
3204,8516,﻿2017-10-01,1548.6
3204,8516,2021-02-15,2009.93
3206,8518,﻿2017-10-01,1398.72
3206,8518,2018-01-15,573.56
3206,8518,2019-03-29,549.62
3206,8518,2019-07-15,0
3206,8518,2019-11-29,1902.17
3206,8518,2020-02-01,1701.32
3206,8518,2020-06-12,1133.47
3206,8518,2020-10-30,2924.79
3206,8518,2021-02-15,1778.76
3206,8518,2021-06-22,1023.08
3206,8518,2021-10-19,1971.58
3206,8518,2022-02-18,1770.73
3208,8520,2021-02-15,2204
3208,8520,2021-06-22,1878
3209,8521,2018-08-15,1171.55
3209,8521,2018-12-31,2366.58
3209,8521,2019-03-29,2165.73
3209,8521,2019-07-15,987
3209,8521,2019-11-29,1902
3209,8521,2020-02-01,713.3
3210,8522,2018-01-15,2098.89
3210,8522,2018-08-15,1754.32
3210,8522,2018-12-31,1105
3210,8522,2019-03-29,-61
3211,8523,﻿2017-10-01,572.52
3211,8523,2020-10-30,1571.51
3211,8523,2021-02-15,1593.81
3211,8523,2021-06-22,1062.06
3211,8523,2021-10-19,1538.63
3211,8523,2022-02-18,1386.03
3212,8524,2018-12-31,1366.67
3213,8525,﻿2017-10-01,2245.37
3213,8525,2018-01-15,2049.87
3213,8525,2018-08-15,908.34
3213,8525,2018-12-31,2367
3214,8526,﻿2017-10-01,1706.72
3214,8526,2018-08-15,1093
3214,8526,2018-12-31,175
3214,8526,2021-02-15,715.56
3214,8526,2021-06-22,471.48
3214,8526,2021-10-19,1610.03
3214,8526,2022-02-18,607.53
3215,8527,﻿2017-10-01,1766.93
3216,8528,﻿2017-10-01,1744.4
3216,8528,2018-01-15,1917.3
3216,8528,2018-08-15,1341.87
3216,8528,2018-12-31,1845.12
3216,8528,2019-03-29,1391.89
3216,8528,2019-07-15,1637.82
3219,8531,2019-11-29,1990.22
3219,8531,2020-02-01,1581.67
3219,8531,2021-02-15,1574.14
3219,8531,2021-06-22,434.07
3219,8531,2021-10-19,2021.32
3219,8531,2022-02-18,1431.41
3220,8532,﻿2017-10-01,1954.45
3220,8532,2018-01-15,1857.85
3220,8532,2018-12-31,1038.31
3220,8532,2019-03-29,457.83
3220,8532,2019-07-15,116.38
3221,8533,﻿2017-10-01,1368.75
3221,8533,2018-01-15,1172.85
3222,8534,﻿2017-10-01,1529.61
3222,8534,2018-08-15,2127.4
3222,8534,2018-12-31,2850.12
3222,8534,2019-03-29,3005.39
3222,8534,2019-07-15,1679
3222,8534,2019-11-29,3711
3222,8534,2020-02-01,2063.99
3222,8534,2020-06-12,1991.33
3222,8534,2020-10-30,-51
3223,8535,﻿2017-10-01,1357.15
3223,8535,2018-01-15,1151
3223,8535,2018-08-15,1147.71
3223,8535,2018-12-31,851.06
3223,8535,2019-03-29,728.06
3223,8535,2019-07-15,309.43
3223,8535,2020-02-01,268.43
3224,8536,﻿2017-10-01,15442.74
3225,8537,2018-01-15,3820.64
3225,8537,2018-08-15,1137.52
3226,8538,2018-01-15,505.28
3226,8538,2018-08-15,1650.22
3226,8538,2018-12-31,2366.58
3226,8538,2019-03-29,2327.96
3226,8538,2019-07-15,2648.28
3226,8538,2019-11-29,2421.18
3226,8538,2020-02-01,2195.33
3226,8538,2020-06-12,1991.33
3226,8538,2020-10-30,-51
3227,8539,﻿2017-10-01,1825.46
3227,8539,2018-01-15,1588.54
3227,8539,2018-12-31,1832.75
3227,8539,2019-03-29,1696.93
3227,8539,2019-11-29,2053.32
3227,8539,2020-02-01,1813
3227,8539,2020-10-30,1978.56
3227,8539,2021-02-15,1638.96
3228,8540,﻿2017-10-01,1595.6
3228,8540,2018-01-15,1320.6
3228,8540,2018-12-31,2194.85
3228,8540,2019-03-29,1919.85
3228,8540,2019-07-15,1061.1
3228,8540,2019-11-29,1618.4
3228,8540,2020-02-01,2007.64
3228,8540,2020-10-30,-68
3230,8542,﻿2017-10-01,1272.45
3231,8543,2018-12-31,2895.78
3231,8543,2019-03-29,2476.29
3231,8543,2019-11-29,2885.25
3231,8543,2020-02-01,2525.25
3231,8543,2020-10-30,2760.89
3231,8543,2021-02-15,2400.89
3232,8544,﻿2017-10-01,1475.32
3232,8544,2018-01-15,1390
3234,8546,﻿2017-10-01,1895.39
3234,8546,2018-08-15,2127.4
