2017-10-01,2018-01-15,2018-08-15,2018-12-31,2019-03-29,2019-07-15,2019-11-29,2020-02-01,2020-06-12,2020-10-30,2021-02-15,2021-06-22,2021-10-19,2022-02-18
,,,,,,,,,1145.62,1717.25,-8.75,,
,,,,,,,,,2465.55,,,,
,,,,,,,,,,,,,2230.18
,,,,,,,,,1718,,,,
,,,,,,,,,,1324.05,,,
,,,,,,,,,2135.24,2182.34,,1268.56,-86.7
,,,,,,,,,,,,,1833.63
,,,,,,,,,9469.17,,,,
,,,,,,,,,,,,,
,,,,,,,,,1473,310,,5546.2,5301.8
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,2231.45,2030.6,,1971.58,1770.73
,,,,,,,,,2114,3748.6,,,
,,,,,,,,,773.44,,,,
,,,,,,,,,,2082.95,,,
,,,,,,,,,1223.93,1694.76,1023.08,1457.74,1770.73
,,,,,,,,,2022.78,,,,
,,,,,,,,,5749.62,,,,
,,,,,,,,,1023.08,1727.69,,1043.49,2272.02
,,,,,,,,,1727.69,1493.91,,1557.33,1770.73
,,,,,,,,,2141.06,1341.51,,1449.23,1381.23
,,,,,,,,,1582.94,1582.94,1102.93,1613.62,1613.62
,,,,,,,,,3219.36,2348.67,2302.58,1527.47,1148.36
,,,,,,,,,515,,,,
,,,,,,,,,,,,,
,,,,,,,,,1362.32,773.44,,1550.61,955.16
,,,,,,,,,,,,,
,,,,,,,,,844.41,438.78,,,
,,,,,,,,,,,,,
,,,,,,,,,3655.59,,,,
,,,,,,,,,,2603.54,1397.31,3450.97,1858.47
,,,,,,,,,,5147.16,,,
,,,,,,,,,2962.61,2758.25,2801.65,2459.55,
,,,,,,,,,1427.7,,,,
,,,,,,,,,200,-200,2879.96,,
,,,,,,,,,6573,,,5983,5983
,,,,,,,,,,,,2607.5,
,,,,,,,,,1858.27,1636.04,1129.57,1731.69,1736.43
,,,,,,,,,1582,2164,,2129,2034
,,,,,,,,,,,,,
,,,,,,,,,4905.34,,,,
,,,,,,,,,1362.32,1445.74,1105.96,615.61,615.61
,,,,,,,,,3535.52,3578.87,,,
,,,,,,,,,1718,,5127.69,,
,,,,,,,,,2365.3,3135.05,,2425.77,138.53
,,,,,,,,,,2838.38,2225.05,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,1809.55,1613.96,,1337.71,1300.61
,,,,,,,,,,,,,
,,,,,,,,,,4165.9,1115.57,2123.62,1103.61
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,1032.62,,,,
,,,,,,,,,,1043.3,,,
,,,,,,,,,,,,5705.09,6428.1
,,,,,,,,,,,,4541.44,2356.7
,,,,,,,,,,1829.51,,,
,,,,,,,,,,1769.14,1380.62,1550.61,1465.54
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,2766.73,2914.13,1742.25,3105.65,2261.89
,,,,,,,,,,,,3999.43,
,,,,,,,,,,1717.25,-712.53,,3543.62
,,,,,,,,,,,622.18,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,2711.84,1832.41,1832.41,2292.74,
,,,,,,,,,1419,434.84,751.3,1475.72,1231.32
,,,,,,,,,,,3401.52,,
,,,,,,,,,,2487.75,,,
,,,,,,,,,,1050.9,,2091.3,1581.3
,,,,,,,,,,2145,1138,1849,1788
,,,,,,,,,,2082.95,,,
,,,,,,,,,,937.37,,,
,,,,,,,,,,,,,
,,,,,,,,,,2719,,,
,,,,,,,,,,2301.07,,4194.79,
,,,,,,,,,,3952.27,-19.94,,
,,,,,,,,,,1225.28,1105.96,,2431.47
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,2202.16,,3483.99,1030.22
,,,,,,,,,,3279.59,1586.37,3185.65,2261.89
,,,,,,,,,,1008,1031,1028,
,,,,,,,,,,2786.92,,3250.58,2765.35
,,,,,,,,,,,,1103.61,1103.61
,,,,,,,,,,1820.42,,986.44,1159.07
,,,,,,,,,,,,,
,,,,,,,,,,2967.89,1500.76,2210.71,
,,,,,,,,,,,629.96,2542.24,2294.24
,,,,,,,,,,773.44,,,
,,,,,,,,,,2283.67,1065.96,3147.47,1085.88
,,,,,,,,,,649.59,599.9,678.67,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,664.13,,,
,,,,,,,,,,886.4,,,
,,,,,,,,,,998.16,,1563.98,1285.98
,,,,,,,,,,,,,
,,,,,,,,,,1833.66,1957.76,,
,,,,,,,,,,,1321.7,,
,,,,,,,,,,1843.01,1689.29,1405.23,1725.46
,,,,,,,,,,3289.25,,,
,,,,,,,,,,1223.93,,,
,,,,,,,,,,1112.32,,,
,,,,,,,,,,,,,
,,,,,,,,,,1503.08,1493.28,2440.27,1750.47
,,,,,,,,,,678.72,678.72,,
,,,,,,,,,,,,2952.48,3143.64
,,,,,,,,,,1256.28,,,
,,,,,,,,,,,599.9,701.76,23.09
,,,,,,,,,,1515.41,,814.61,845.58
,,,,,,,,,,936.82,468.41,1081.15,769.94
,,,,,,,,,,,928.78,946.69,990.04
,,,,,,,,,,,,,
,,,,,,,,,,,2230.88,,
,,,,,,,,,,2459.29,,,
,,,,,,,,,,1060,,,
,,,1760.49,1655.03,,1850.77,2106.66,562.05,3025.7,2117.84,-11.67,2520.1,1748.27
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,7917.26,,1908.6,1713.01
,,,,,,,,,,1717.25,-8.75,1996.27,1172.25
,,,,,,,,,,,,,
,,,,,,,,,,2549.78,1131.2,,
,,,,,,,,,,536.46,,,
,,,,,,,,,,,,,
,,,,,,,,,,621.98,599.9,,809.71
,,,,,,,,,,1391.61,,,
,,,,,,,,,,4966,,,
,,,,,,,,,,3534.37,90.19,3555.44,
,,,,,,,,,,1903.75,,,
,,,,,,,,,,1320.79,,1906.85,1662.49
,,,,,,,,,,,,,
,,,,,,,,,,1778.76,,,
,,,,,,,,,,1321.7,,,
,,,,,,,,,,698,414.53,711.5,355.75
,,,,,,,,,,1276.45,,,
,,,,,,,,,,1223.93,1023.08,1935.73,3496.48
,,,,,,,,,,,,2003.64,1426.08
,,,,,,,,,,,,,
,,,,,,,,,,1819.88,927.36,,
,,,,,,,,,,,,955.16,-86.7
,,,,,,,,,,,,,
,,,,,,,,,,,1327.84,761.57,
,,,,,,,,,,976.25,2690,,2690
,,,,,,,,,,,,,
,,,,,,,,,,3537.97,-17.73,,
,,,,,,,,,,,3218.71,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,3143.64,3653.64
,,,,,,,,,,,,2123.62,1953.62
,,,,,,,,,,314.37,,,
,,,,,,,,,,,434.07,1550.61,1120.09
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,827.13,,
,,,,,,,,,,,1225.84,2300.8,
,,,,,,,,,,,565,,
,,,,,,,,,,,1613.59,3252.02,3296.22
,,,,,,,,,,,,1525.47,1412.6
,,,,,,,,,,,1018.08,1312.79,1487.57
,,,,,,,,,,,,2935.85,
,,,,,,,,,,,,3305.45,3260.89
,,,,,,,,,,,8854.9,,
,,,,,,,,,,,,,
,,,,,,,,,,,5403.86,43.35,
,,,,,,,,,,,4403.85,,
,,,,,,,,,,,1613.86,,
,,,,,,,,,,,6543.64,,
,,,,,,,,,,,,243.85,
,,,,,,,,,,,10600.2,5546.2,5301.8
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,4118.38,,12586
,,,,,,,,,,,,,
,,,,,,,,,,,1237.53,,
,,,,,,,,,,,,,738.61
,,,,,,,,,,,648.39,4574.35,
,,,,,,,,,,,,,
,,,,,,,,,,,,2977.79,3210.41
,,,,,,,,,,,,,
,,,,,,,,,,,,5281.37,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,3189.08,
,,,,,,,,,,,1113,4391,-1254
,,,,,,,,,,,,1849,1612
,,,,,,,,,,,,,
,,,,,,,,,,,1683.47,2568.64,2763.06
,,,,,,,,,,,8854.9,4461.58,
,,,,,,,,,,,,,
,,,,,,,,,,,,2484.2,
,,,,,,,,,,,767.08,,
,,,,,,,,,,,42.55,,
,,,,,,,,,,,,2418.36,2164.53
,,,,,,,,,,,,,
,,,,,,,,,,,6498.22,631.85,
,,,,,,,,,,,,767.14,
,,,,,,,,,,,309,,
,,,,,,,,,,,1752.18,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,5273.44
,,,,,,,,,,,75,3100.35,2990.58
,,,,,,,,,,,,,
,,,,,,,,,,,,2917.25,2316.22
,,,,,,,,,,,,,
,,,,,,,,,,,2325,543.82,285.28
,,,,,,,,,,,,,
,,,,,,,,,,,3604.56,2398.16,2770.44
,,,,,,,,,,,,,
,,,,,,,,,,,,922.48,980.14
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,1959.28,678.67
,,,,,,,,,,,,2952.1,2662.1
,,,,,,,,,,,1331.58,2302.83,1580.69
,,,,,,,,,,,250,,
,,,,,,,,,,,1526.84,,
,,,,,,,,,,,,1890.52,1640.52
,,,,,,,,,,,4924.54,,
,,,,,,,,,,,,,
,,,,,,,,,,,1234,,
,,,,,,,,,,,,1636.25,1391.85
,,,,,,,,,,,,2285,
,,,,,,,,,,,,1958.29,1713.01
,,,,,,,,,,,592.56,,
,,,,,,,,,,,,2284.88,1886.28
,,,,,,,,,,,,,
,,,,,,,,,,,,2804.33,2444.33
,,,,,,,,,,,,2133.92,1843.52
,,,,,,,,,,,,2250.71,-356.97
,,,,,,,,,,,648.39,2578.66,2420.16
,,,,,,,,,,,1297.35,1541.8,1314.4
,,,,,,,,,,,,1550.61,1300.61
,,,,,,,,,,,,2396.4,2079.26
,,,,,,,,,,,,,
,,,,,,,,,,,,1958.29,2770.44
,,,,,,,,,,,,1300.61,
,,,,,,,,,,,648.39,2627.39,
,,,,,,,,,,,,2627.39,1858.47
,,,,,,,,,,,,2596.36,1707.33
,,,,,,,,,,,,2795.03,735.45
,,,,,,,,,,,,,
,,,,,,,,,,,,2977.79,2025.17
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,1901.68,1748.27
,,,,,,,,,,,,,1231.32
,,,,,,,,,,,,,
,,,,,,,,,,,,2942.94,1759.49
,,,,,,,,,,,,,7669.6
,,,,,,,,,,,,2769.05,2045.7
,,,,,,,,,,,,2005.74,
,,,,,,,,,,,,868.46,
,,,,,,,,,,,,,
,,,,,,,,,,,,2583.04,
,,,,,,,,,,,,3011.96,1460.7
,,,,,,,,,,,,7333,7333
,,,,,,,,,,,,,
,,,,,,,,,,,,1515,1028.4
,,,,,,,,,,,,,
,,,,,,,,,,,,1003.52,
,,,,,,,,,,,,1659.31,
,,,,,,,,,,,2132.13,1770.73,1971.58
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,100,
,,,,,,,,,,,,1194.39,
,,,,,,,,,,,,3224.08,86.7
,,,,,,,,,,,,1758.18,1906.14
,,,,,,,,,,,,,
,,,,,,,,,,,,1610.53,
,,,,,,,,,,,,3442,299.7
,,,,,,,,,,,,2999.82,3316.26
,,,,,,,,,,,,,
,,,,,,,,,,,,221.65,
,,,,,,,,,,,,1550.61,
,,,,,,,,,,,,3039.62,2123.62
,,,,,,,,,,,,,
,,,,,,,,,,,,3059.78,
,,,,,,,,,,,,565.8,
,,,,,,,,,,,,3520.25,2761.39
,,,,,,,,,,,,1752.18,
,,,,,,,,,,,,,
,,,,,,,,,,,,1653.01,1528.19
,,,,,,,,,,,,9304.88,
,,,,,,,,,,,,,
,,,,,,,,,,,,200,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,955.16,1640.52
,,,,,,,,,,,,,
,,,,,,,,,,,,2773.888,
,,,,,,,,,,,,810,881
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,1459.15,1057.92
,,,,,,,,,,,,1412.65,84.13
,,,,,,,,,,,,,
,,,,,,,,,,,,3366.81,1858.47
,,,,,,,,,,,,1281.52,46.18
,,,,,,,,,,,,2228.62,2009.38
,,,,,,,,,,,,6229.75,
,,,,,,,,,,,,1568.82,896.28
,,,,,,,,,,,,1826.06,1582.01
,,,,,,,,,,,,1637.36,
,,,,,,,,,,,,1244.34,529.65
,,,,,,,,,,,,2908.63,2123.62
,,,,,,,,,,,,,
,,,,,,,,,,,,585.76,
,,,,,,,,,,,,13571.4,
,,,,,,,,,,,,1564.4,447.68
,,,,,,,,,,,,4716.5,
,,,,,,,,,,,,,
,,,,,,,,,,,,,195.59
,,,,,,,,,,,,1823.16,1243.72
,,,,,,,,,,,,5421.11,
,,,,,,,,,,,,459.83,826.04
,,,,,,,,,,,,1549.28,1249.23
,,,,,,,,,,,,3105.65,2261.89
,,,,,,,,,,,,1805.78,1390.15
,,,,,,,,,,,,3059.78,
,,,,,,,,,,,,200,7469.6
,,,,,,,,,,,,1890.52,1300.61
,,,,,,,,,,,,447.68,447.68
,,,,,,,,,,,,2486.49,2380.67
,,,,,,,,,,,,,1894.08
,,,,,,,,,,,,2207.1,1690.5
,,,,,,,,,,,,1702.77,
,,,,,,,,,,,,1717.12,
,,,,,,,,,,,,,
,,,,,,,,,,,,1475.72,1231.32
,,,,,,,,,,,,1103.61,1931.17
,,,,,,,,,,,,,
,,,,,,,,,,,,,640.56
,,,,,,,,,,,,,
,,,,,,,,,,,,1763.48,2111.21
,,,,,,,,,,,,6583,3212.81
,,,,,,,,,,,,5633.86,
,,,,,,,,,,,,,
,,,,,,,,,,,,2018.41,2442.09
,,,,,,,,,,,,,
,,,,,,,,,,,,666.03,781.68
,,,,,,,,,,,,277.7,
,,,,,,,,,,,,805.64,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,6583,3212.81
,,,,,,,,,,,,,
,,,,,,,,,,,,955.16,615.61
,,,,,,,,,,,,1708,2181.58
,,,,,,,,,,,,1613.62,1613.62
,,,,,,,,,,,,,
,,,,,,,,,,,,1807.04,1830.46
,,,,,,,,,,,,,
,,,,,,,,,,,,2329.26,1291.8
,,,,,,,,,,,,1996.53,1661.96
,,,,,,,,,,,,901.78,914.33
,,,,,,,,,,,,,484.1
,,,,,,,,,,,,4760.63,
,,,,,,,,,,,,1499.27,1698.66
,,,,,,,,,,,,,
,,,,,,,,,,,,1890.52,1640.52
,,,,,,,,,,,,3570.41,2617.79
,,,,,,,,,,,,7600.68,
,,,,,,,,,,,,,2019.81
,,,,,,,,,,,,,7469.6
,,,,,,,,,,,,200,3357.57
,,,,,,,,,,,,3609.94,3609.94
,,,,,,,,,,,,4207.53,
,,,,,,,,,,,,,
,,,,,,,,,,,,4589.22,
,,,,,,,,,,,,955.16,955.16
,,,,,,,,,,,,1238.48,1381.23
,,,,,,,,,,,,,
,,,,,,,,,,,,1107.71,1224.44
,,,,,,,,,,,,,598.61
,,,,,,,,,,,,823.43,
,,,,,,,,,,,,1582.14,
,,,,,,,,,,,,2574.96,2402.57
,,,,,,,,,,,,4405.9,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,50.68,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,1371.23,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,1255.54,847.01
,,,,,,,,,,,,1758.18,1557.33
,,,,,,,,,,,,2720.85,2470.85
,,,,,,,,,,,,,1288.46
,,,,,,,,,,,,966.18,
,,,,,,,,,,,,,
,,,,,,,,,,,,,1067.25
,,,,,,,,,,,,542.85,
,,,,,,,,,,,,1958.29,2448.75
,,,,,,,,,,,,,
,,,,,,,,,,,,605.91,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,3484.13,2509.09
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,576,429.09
,,,,,,,,,,,,,
,,,,,,,,,,,,,1950.83
,,,,,,,,,,,,,3576.12
,,,,,,,,,,,,,615.61
,,,,,,,,,,,,,1081.15
,,,,,,,,,,,,,
,,,,,,,,,,,,,3195.6
,,,,,,,,,,,,,
,,,,,,,,,,,,5983,5983
,,,,,,,,,,,,,3975.01
,,,,,,,,,,,,1362.33,278
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,4378.92
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,13800.18
,,,,,,,,,,,,,780.54
,,,,,,,,,,,,,1864.16
,,,,,,,,,,,,,2862.04
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,2230.18
,,,,,,,,,,,,,5468.77
,,,,,,,,,,,,,1305.65
,,,,,,,,,,,,,
,,,,,,,,,,,,,2495.86
,,,,,,,,,,,,,320.64
,,,,,,,,,,,,,
,,,,,,,,,,,,,175
,,,,,,,,,,,,,880
,,,,,,,,,,,,,
,,,,,,,,,,,,,13522.21
,,,,,,,,,,,,,1030.7
,,,,,,,,,,,,,
,,,,,,,,,,,,,3177.75
,,,,,,,,,,,,,1231.46
,,,,,,,,,,,,,2339.11
,,,825,,,,,,,,,,
,,,,,,,,,,,,,2119.21
,,,,,,,,,,,,,855.89
,,,,,,,,,,,,,1410.56
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,3785.61
,,,,,,,,,,,,,1415.76
,,,,,,,,,,,,,5802.5
,,,,,,,,,,,,,4528.32
,,,,,,,,,,,,,943.9
,,,,,,,,,,,,,1690.52
,,,,,,,,,,,,,1300.61
,,,,,,,,,,,,,
,,,,,,,,,,,,,2611.43
,,,,,,,,,,,,,2727.54
,,,,,,,,,,,,,1071.29
,,,,,,,,,,,,,1231.32
,,,,,,,,,,,,,1300.61
,,,,,,,,,,,,,
,,,,,,,,,,,,,5305.49
,,,,,,,,,,,,,
,,,,,,,,,,,,,1448.13
,,,,,,,,,,,,,1300.61
,,,1118.64,,,,,,1160.16,1160.16,862.62,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,545.43
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1243,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1232,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1230,,,,,,,,,,,,
,1229,,,,,,,,,,,,1703.54
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1212,,,,,,,,,,,,
,1236,,,,,,,,,,,,
,1238,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1237,,,,,,,,,,,,
,1235,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1239,,,,,,,,,,,,
,1241,,,,,,,,,,,,1235.02
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,1159.78
,1214,,,,,,,,,,,,1784.63
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1216,,,,,,,,,,,,
,1221,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1222,,,,,,,,,,,,
,1219,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1217,,,,,,,,,,,,
,1220,,,,,,,,,,,,
,1223,,,,,,,,,,,,
,1218,,,,,,,,,,,,
,1225,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,1752.18
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1224,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1226,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1227,,,,,,,,,,,,
,,,,,,,,,,,,,
,1228,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,7235.34,,,4515.44,,,,,,,
,,,18609.98,18609.98,1060.98,18446.39,15359.24,3932,,,,,
,,,2226,3454,,,,,,,,,
,,,17909.64,,41,,,,,,,,
1151,1670.35,,1878.03,904.21,,89.48,1013.87,,1612,1331.27,,,
,,,,,,,,,,,,,
,,,5098.99,,,693.2,204,,,,,,
,,,2037.88,,,,,,,,,,
,,,1019.8,2761.75,,2747.95,2600,,,,,,
,,,1486.56,1344.88,,,,,,,,,
,,,2109.7,2308.15,,2145.74,1785.74,2621.9,1560.45,,,,
,,,4408,,,,,,,,,,
,,,1923.91,,,,,,,,,,
,,,,,,,1951.62,,,,,,
,,,1488.06,587.51,350,1481.67,1951.62,,1695.74,1445.74,,,1281.22
,,,,,,,,,,,,1752.18,
,,,,,,,854,,,,,,
3594,,,,,,,,,,,,,
,,,794.18,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,2880.26,2675.92,2675.92,2586.44,2522.18,,2547.4,2374.31,,2614.75,2363.32
,,,1488.06,1233.49,1233.49,1504.73,1254.73,1050,1362.32,,1279.36,,615.61
,2083.3,,,,,,,,,,,,
,,,2534.29,2237.41,,2551.99,,,,,,,
,,,2488,2463,3573.14,,,,,,,,
,,,,,,,,,440.43,,,,
,,,,,,,,,,,,,
,,,,6417.92,,,,,,,,,
,,,368.63,941.77,1047,142,1795,376,,,,,
,,,,,,1504.73,1254.73,,1362.32,773.44,,,
,,,,,,,,,,,,,
,,,2375.9,100,100,,,,1742,3057.58,-1730.68,,2524.85
,,,3918.94,3989.02,,,,,,,,,
,,,,,,,,,,,,,
,,,175,,,,,,,,,,
,,,,,,,,,,,,,
,,,5146,3565,,,,,,,,,
,,,1527,1429.29,,,,,,,,,
,,,1525.03,328.87,77.52,,982.24,,,,,,
,,,1409,1033.6,,1337.39,,175,,,,,
,,,,,,,,,,,,,
,,1625.12,1821.49,2068.11,,2988.9,2078.66,1073.46,2467.21,1717.25,11.25,252.1,1748.27
7949.89,1775,3046,,,,,,,,,,,
,1983.28,,,,,,943.56,,,,,,
,,,,,,,,,,,,,
,,,,,,,2145,,,,,,
,1545.2,466.51,2042.56,1109.2,,,,,,,,,
,,,,,,,,,,,,,
,,,2472.01,2472.01,2472.01,2522.09,2522.18,,2451.26,2357.08,,2009.38,2578.9
,,,,,,,,,,,,,
,,,6711.7,6857.26,610.03,8379.98,8136.73,,-41,,,,
,,,,,,,,,,,,,
,,,417.72,,,,,,,,,,
,,572.52,751,468,507.25,837.76,1500,840,1604.31,1125.06,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,2977.79,2025.17
,1866.67,,1651.5,1742.92,,2501.47,2653.74,,,,,,
,,,2367.68,,,,,,,,,,
,,2120,,,,,,,,,,,
,,,,,,,,,,,,,
,1666.08,1480.11,2480.35,2705.27,,3466.05,2714.44,,,,,,
,3462.81,2508.14,,,,1955.22,1707.22,,,,,,
,2082.75,1665.07,1109.2,1655.03,,1685.93,,,,,,,
,,,,,,,,,,,,,
2012.51,674.4,182.55,1903.03,1109.2,,,,,,,,,
2539.27,3400.59,,2067.63,1819.63,,,,,,,,,
,,,,,,,,,,,,,
,,,3394.74,2476.29,,4024.5,2810.05,,2760.89,1819.88,,2681.48,3210.41
,,,,,,,,,,,,,
,,,2598.72,317.16,,,,,,,,,
,,1277.8,2277.84,1917.84,,,,,,,,,
,,,,,,,,,,,,,
,,,5700,,,,,,,,,,
,,,,,,,,,1746.71,968.46,965.73,1385.03,1388.73
,674.4,1088.94,1944.79,1675.91,,1955.22,1151.5,,2384.26,2317.55,-11.67,2542.24,2294.24
,,,2650.14,,,2315.62,2240.43,,,1819.88,927.36,,
,,,1990.32,1960.32,,2122.89,2061.96,,2290.56,2162.61,,2328.09,2078.09
,1633,,,,,,,,,,,,
,,413.89,811.48,811.48,421.63,,827.95,430.24,-430.24,,,,
,1319.32,,1301.08,,,,,,,,,,
,,,2277.84,2476.29,,2885.25,2525.25,,3051.4,3272.41,784.49,3274.1,3210.41
,,,,,1260.65,2091.09,,,,,,,
,,,,,,,,,,,,,
,1381.36,,,,,,,,,,,,
,,,,2547.23,2547.23,2547.23,,,,,,,
,,,,,,195.59,1648,,2357.98,2183.3,,2425.77,2330.18
,1443.4,391.76,2572.04,2963.18,304.74,1303.03,2294.35,,2415.04,943.8,,,
,,,7323,,,,,,,,,,
,466.51,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1416.84,,,,,,,,,,,,
,,,,,,,,,,,,,
